timestamp,src_ip,dst_ip,protocol,src_port,dst_port,pkt_size,model,score
2026-04-05 00:34:29,192.168.1.25,224.0.0.251,17,5353,5353,91,IsolationForest,-0.6299
2026-04-05 00:34:30,192.168.1.25,224.0.0.251,17,5353,5353,91,IsolationForest,-0.6299
2026-04-05 00:34:33,192.168.1.28,224.0.0.252,17,63426,5355,75,IsolationForest,-0.6305
2026-04-05 00:34:34,192.168.1.25,224.0.0.251,17,5353,5353,91,IsolationForest,-0.6594
2026-04-05 00:34:34,192.168.1.28,224.0.0.252,17,63426,5355,75,IsolationForest,-0.6305
2026-04-05 00:34:42,192.168.1.25,224.0.0.251,17,5353,5353,91,IsolationForest,-0.6639
2026-04-05 00:35:09,192.168.1.25,224.0.0.251,17,5353,5353,91,IsolationForest,-0.6704
2026-04-05 00:35:12,192.168.1.28,224.0.0.252,17,61886,5355,75,IsolationForest,-0.6188
2026-04-05 00:35:13,192.168.1.28,224.0.0.252,17,61886,5355,75,IsolationForest,-0.6188
2026-04-05 00:38:38,192.168.1.23,224.0.0.22,2,0,0,54,IsolationForest,-0.7021
2026-04-05 00:38:38,192.168.1.23,224.0.0.22,2,0,0,54,IsolationForest,-0.7021
2026-04-05 00:38:38,192.168.1.23,224.0.0.252,17,56088,5355,75,IsolationForest,-0.8105
2026-04-05 00:38:38,192.168.1.23,224.0.0.252,17,56088,5355,75,IsolationForest,-0.8105
2026-04-05 00:38:38,192.168.1.28,224.0.0.252,17,56291,5355,75,IsolationForest,-0.8105
2026-04-05 00:38:38,192.168.1.28,224.0.0.22,2,0,0,54,IsolationForest,-0.7021
2026-04-05 00:38:38,192.168.1.23,224.0.0.252,17,56088,5355,75,IsolationForest,-0.6849
2026-04-05 00:38:38,192.168.1.23,224.0.0.252,17,56088,5355,75,IsolationForest,-0.6849
2026-04-05 00:38:38,192.168.1.28,224.0.0.252,17,56291,5355,75,IsolationForest,-0.7365
2026-04-05 00:38:38,192.168.1.23,224.0.0.252,17,64320,5355,75,IsolationForest,-0.7402
2026-04-05 00:38:38,192.168.1.23,224.0.0.252,17,64320,5355,75,IsolationForest,-0.7402
2026-04-05 00:38:38,192.168.1.28,224.0.0.252,17,63128,5355,75,IsolationForest,-0.7402
2026-04-05 00:38:39,192.168.1.23,224.0.0.252,17,64320,5355,75,IsolationForest,-0.7402
2026-04-05 00:38:39,192.168.1.23,224.0.0.252,17,64320,5355,75,IsolationForest,-0.7402
2026-04-05 00:38:39,192.168.1.28,224.0.0.252,17,63128,5355,75,IsolationForest,-0.7402
2026-04-05 00:38:39,192.168.1.23,20.42.65.93,6,53146,443,66,IsolationForest,-0.668
2026-04-05 00:38:39,20.42.65.93,192.168.1.23,6,443,53146,66,IsolationForest,-0.651
2026-04-05 00:38:39,192.168.1.23,20.42.65.93,6,53146,443,641,IsolationForest,-0.6344
2026-04-05 00:38:39,20.42.65.93,192.168.1.23,6,443,53146,54,IsolationForest,-0.6634
2026-04-05 00:38:39,20.42.65.93,192.168.1.23,6,443,53146,153,IsolationForest,-0.6933
2026-04-05 00:38:39,192.168.1.23,20.42.65.93,6,53146,443,737,IsolationForest,-0.6482
2026-04-05 00:38:39,20.42.65.93,192.168.1.23,6,443,53146,2554,IsolationForest,-0.6962
2026-04-05 00:38:39,20.42.65.93,192.168.1.23,6,443,53146,1304,IsolationForest,-0.6668
2026-04-05 00:38:40,20.42.65.93,192.168.1.23,6,443,53146,1304,IsolationForest,-0.6668
2026-04-05 00:38:40,20.42.65.93,192.168.1.23,6,443,53146,1304,IsolationForest,-0.6668
2026-04-05 00:38:40,20.42.65.93,192.168.1.23,6,443,53146,64,IsolationForest,-0.6923
2026-04-05 00:38:40,192.168.1.23,20.42.65.93,6,53146,443,1214,IsolationForest,-0.6287
2026-04-05 00:38:40,51.116.246.106,192.168.1.23,6,443,21803,3804,IsolationForest,-0.6279
2026-04-05 00:38:40,20.42.65.93,192.168.1.23,6,443,53146,157,IsolationForest,-0.6232
2026-04-05 00:38:40,20.42.65.93,192.168.1.23,6,443,53146,116,IsolationForest,-0.6224
2026-04-05 00:38:46,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.7835
2026-04-05 00:38:53,52.168.117.168,192.168.1.23,6,443,41901,3804,IsolationForest,-0.6573
2026-04-05 00:38:53,52.168.117.168,192.168.1.23,6,443,41901,500,IsolationForest,-0.6179
2026-04-05 00:39:03,52.104.17.25,192.168.1.23,6,443,41902,5054,IsolationForest,-0.6418
2026-04-05 00:39:03,52.104.17.25,192.168.1.23,6,443,41902,1125,IsolationForest,-0.6368
2026-04-05 00:39:04,52.104.17.25,192.168.1.23,6,443,41902,948,IsolationForest,-0.6291
2026-04-05 00:39:06,192.168.1.28,224.0.0.251,17,5353,5353,82,IsolationForest,-0.6638
2026-04-05 00:39:06,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.7451
2026-04-05 00:39:06,162.159.134.234,192.168.1.23,6,443,4099,88,IsolationForest,-0.6448
2026-04-05 00:39:07,192.168.1.28,224.0.0.251,17,5353,5353,82,IsolationForest,-0.6638
2026-04-05 00:39:09,192.168.1.28,224.0.0.251,17,5353,5353,82,IsolationForest,-0.6638
2026-04-05 00:39:15,192.168.1.23,224.0.0.252,17,53020,5355,75,IsolationForest,-0.623
2026-04-05 00:39:15,192.168.1.23,224.0.0.252,17,53020,5355,75,IsolationForest,-0.623
2026-04-05 00:39:15,192.168.1.28,224.0.0.252,17,51210,5355,75,IsolationForest,-0.6262
2026-04-05 00:39:15,192.168.1.23,224.0.0.252,17,53020,5355,75,IsolationForest,-0.623
2026-04-05 00:39:15,192.168.1.28,224.0.0.252,17,51210,5355,75,IsolationForest,-0.6262
2026-04-05 00:39:16,192.168.1.23,224.0.0.252,17,60166,5355,75,IsolationForest,-0.6275
2026-04-05 00:39:16,192.168.1.28,224.0.0.252,17,58996,5355,75,IsolationForest,-0.6175
2026-04-05 00:39:16,192.168.1.23,224.0.0.252,17,60166,5355,75,IsolationForest,-0.6275
2026-04-05 00:39:16,192.168.1.28,224.0.0.252,17,58996,5355,75,IsolationForest,-0.6175
2026-04-05 00:39:26,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.7322
2026-04-05 00:39:46,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.7236
2026-04-05 00:39:51,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6517
2026-04-05 00:39:51,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.6056
2026-04-05 00:39:53,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6885
2026-04-05 00:39:53,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.655
2026-04-05 00:39:54,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6753
2026-04-05 00:39:54,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.654
2026-04-05 00:39:55,192.168.1.23,224.0.0.252,17,63535,5355,75,IsolationForest,-0.6337
2026-04-05 00:39:55,192.168.1.23,224.0.0.252,17,63535,5355,75,IsolationForest,-0.6337
2026-04-05 00:39:55,192.168.1.23,224.0.0.252,17,63535,5355,75,IsolationForest,-0.6337
2026-04-05 00:39:56,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6753
2026-04-05 00:39:56,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.66
2026-04-05 00:39:56,192.168.1.23,224.0.0.252,17,62671,5355,75,IsolationForest,-0.6159
2026-04-05 00:39:56,192.168.1.28,224.0.0.252,17,50771,5355,75,IsolationForest,-0.622
2026-04-05 00:39:56,192.168.1.23,224.0.0.252,17,62671,5355,75,IsolationForest,-0.6159
2026-04-05 00:39:56,192.168.1.28,224.0.0.252,17,50771,5355,75,IsolationForest,-0.622
2026-04-05 00:39:57,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6748
2026-04-05 00:39:57,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.66
2026-04-05 00:39:59,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6748
2026-04-05 00:39:59,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.66
2026-04-05 00:40:00,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6748
2026-04-05 00:40:00,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.66
2026-04-05 00:40:02,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6748
2026-04-05 00:40:02,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.66
2026-04-05 00:40:03,192.168.1.23,192.168.1.1,17,137,137,110,IsolationForest,-0.6748
2026-04-05 00:40:03,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.66
2026-04-05 00:40:06,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.6946
2026-04-05 00:40:26,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.6909
2026-04-05 00:40:34,192.168.1.25,224.0.0.251,17,5353,5353,91,IsolationForest,-0.6904
2026-04-05 00:40:35,192.168.1.28,224.0.0.252,17,64278,5355,75,IsolationForest,-0.6243
2026-04-05 00:40:36,192.168.1.28,224.0.0.252,17,50541,5355,75,IsolationForest,-0.6289
2026-04-05 00:40:36,192.168.1.28,224.0.0.252,17,50541,5355,75,IsolationForest,-0.6289
2026-04-05 00:40:46,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.6691
2026-04-05 00:43:46,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.6498
2026-04-05 00:43:53,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.6114
2026-04-05 00:43:54,192.168.1.1,192.168.1.23,1,0,0,138,IsolationForest,-0.6114
2026-04-05 00:43:55,52.104.17.25,192.168.1.23,6,443,1158,5054,IsolationForest,-0.6179
2026-04-05 00:44:03,18.161.97.69,192.168.1.23,6,443,18612,54,IsolationForest,-0.5977
2026-04-05 00:44:03,18.161.97.69,192.168.1.23,6,443,18612,1304,IsolationForest,-0.6297
2026-04-05 00:44:03,18.161.97.69,192.168.1.23,6,443,18612,126,IsolationForest,-0.6288
2026-04-05 00:44:03,3.175.86.75,192.168.1.23,6,443,13287,66,IsolationForest,-0.6093
2026-04-05 00:44:03,18.161.97.69,192.168.1.23,6,443,18612,54,IsolationForest,-0.5977
2026-04-05 00:44:03,18.161.97.69,192.168.1.23,6,443,18612,233,IsolationForest,-0.638
2026-04-05 00:44:03,18.161.97.69,192.168.1.23,6,443,18612,116,IsolationForest,-0.6264
2026-04-05 00:44:04,18.161.97.69,192.168.1.23,6,443,18612,3804,IsolationForest,-0.6756
2026-04-05 00:44:04,18.161.97.69,192.168.1.23,6,443,18612,2554,IsolationForest,-0.6515
2026-04-05 00:44:04,18.161.97.69,192.168.1.23,6,443,18612,1304,IsolationForest,-0.6078
2026-04-05 00:44:04,3.175.86.75,192.168.1.23,6,443,13287,3804,IsolationForest,-0.6894
2026-04-05 00:44:04,3.175.86.75,192.168.1.23,6,443,13287,1304,IsolationForest,-0.6186
2026-04-05 00:44:10,192.168.1.9,224.0.0.251,17,5353,5353,103,IsolationForest,-0.6678
2026-04-05 00:44:12,192.168.1.23,142.250.183.2,17,52815,443,1292,IsolationForest,-0.6504
2026-04-05 00:44:13,192.168.1.23,142.250.183.2,17,52815,443,1292,IsolationForest,-0.6504
2026-04-05 00:44:13,192.168.1.23,142.250.183.2,17,52815,443,123,IsolationForest,-0.6313
2026-04-05 00:44:13,192.168.1.23,142.250.183.2,17,52815,443,856,IsolationForest,-0.6492
2026-04-05 00:44:13,142.250.183.2,192.168.1.23,17,443,52815,82,IsolationForest,-0.6656
2026-04-05 00:44:13,142.250.183.2,192.168.1.23,17,443,52815,1292,IsolationForest,-0.6697
2026-04-05 00:44:13,142.250.183.2,192.168.1.23,17,443,52815,1292,IsolationForest,-0.6697
2026-04-05 00:44:13,142.250.183.2,192.168.1.23,17,443,52815,332,IsolationForest,-0.6728
2026-04-05 00:44:13,142.250.183.2,192.168.1.23,17,443,52815,1002,IsolationForest,-0.6697
2026-04-05 00:44:13,142.250.183.2,192.168.1.23,17,443,52815,67,IsolationForest,-0.6651
2026-04-05 00:44:13,142.250.183.2,192.168.1.23,17,443,52815,66,IsolationForest,-0.6666
2026-04-05 00:44:13,192.168.1.23,142.250.183.2,17,52815,443,120,IsolationForest,-0.6313
2026-04-05 00:44:13,192.168.1.23,142.250.183.2,17,52815,443,73,IsolationForest,-0.6327
2026-04-05 00:44:13,192.168.1.23,142.250.183.2,17,52815,443,74,IsolationForest,-0.6321
2026-04-05 00:44:14,142.250.183.2,192.168.1.23,17,443,52815,82,IsolationForest,-0.6656
2026-04-05 00:44:14,142.250.183.2,192.168.1.23,17,443,52815,63,IsolationForest,-0.6647
2026-04-05 00:44:14,192.168.1.23,142.250.183.2,17,52815,443,73,IsolationForest,-0.6327
2026-04-05 00:44:14,142.250.183.2,192.168.1.23,17,443,52815,162,IsolationForest,-0.6679
2026-04-05 00:44:14,142.250.183.2,192.168.1.23,17,443,52815,355,IsolationForest,-0.6728
2026-04-05 00:44:15,208.95.112.1,192.168.1.23,6,80,19847,58,AI:HIGH,1.0
2026-04-05 00:44:15,208.95.112.1,192.168.1.23,6,80,19848,58,AI:HIGH,1.0
2026-04-05 00:44:15,208.95.112.1,192.168.1.23,6,80,23615,58,AI:HIGH,1.0
2026-04-05 00:44:15,208.95.112.1,192.168.1.23,6,80,54806,276,IsolationForest,-0.6348
2026-04-05 00:44:15,208.95.112.1,192.168.1.23,6,80,54806,276,AI:HIGH,1.0
2026-04-05 00:44:15,208.95.112.1,192.168.1.23,6,80,54805,276,IsolationForest,-0.6348
2026-04-05 00:44:15,208.95.112.1,192.168.1.23,6,80,54805,276,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,23616,58,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,54806,54,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,19847,276,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,54805,54,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,23617,58,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,19847,54,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,19848,276,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,19848,54,AI:HIGH,1.0
2026-04-05 00:44:16,208.95.112.1,192.168.1.23,6,80,23615,276,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23615,54,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23616,276,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23617,54,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23615,54,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23617,54,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23617,276,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23616,54,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,8967,58,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,23617,54,AI:HIGH,1.0
2026-04-05 00:44:17,208.95.112.1,192.168.1.23,6,80,8968,58,AI:HIGH,1.0
2026-04-05 00:44:18,208.95.112.1,192.168.1.23,6,80,23616,54,AI:HIGH,1.0
2026-04-05 00:44:18,208.95.112.1,192.168.1.23,6,80,23617,54,AI:HIGH,1.0
2026-04-05 00:44:18,208.95.112.1,192.168.1.23,6,80,44106,58,AI:HIGH,1.0
2026-04-05 00:44:18,208.95.112.1,192.168.1.23,6,80,44107,58,AI:HIGH,1.0
2026-04-05 00:44:18,208.95.112.1,192.168.1.23,6,80,8967,276,AI:HIGH,1.0
2026-04-05 00:44:18,208.95.112.1,192.168.1.23,6,80,8968,276,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,8967,54,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,8968,54,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,8968,54,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,44106,276,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,44106,54,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,44107,276,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,44107,54,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,21561,58,AI:HIGH,1.0
2026-04-05 00:44:19,208.95.112.1,192.168.1.23,6,80,29878,58,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,21561,276,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,21561,54,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,29878,276,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,29879,58,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,29880,58,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,29878,54,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,29881,58,AI:HIGH,1.0
2026-04-05 00:44:20,208.95.112.1,192.168.1.23,6,80,29879,276,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,1827,58,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,29879,54,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,29880,276,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,29880,54,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,1828,58,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,29881,276,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,1829,58,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,29881,54,AI:HIGH,1.0
2026-04-05 00:44:21,208.95.112.1,192.168.1.23,6,80,1827,276,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1830,58,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1827,54,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1831,58,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1828,276,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1828,54,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1829,54,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1829,276,AI:HIGH,1.0
2026-04-05 00:44:22,208.95.112.1,192.168.1.23,6,80,1832,58,AI:HIGH,1.0
2026-04-05 00:44:23,208.95.112.1,192.168.1.23,6,80,1829,54,AI:HIGH,1.0
2026-04-05 00:44:23,208.95.112.1,192.168.1.23,6,80,1833,58,AI:HIGH,1.0
2026-04-05 00:44:23,208.95.112.1,192.168.1.23,6,80,1829,54,AI:HIGH,1.0
